Date,Team 1,Team 1 Score,Team 2,Team 2 Score,
11/4/15,@Florida St-Jax,74,St Petersburg,73,
11/4/15,@Georgia Highlands,82,Roane St,60,
11/4/15,@Independence CC,76,Fort Scott CC,61,
11/4/15,Indian River,82,@State Col Fla,74,
11/4/15,@Richland,76,Murray St CC,74,
11/4/15,@Temple Col,110,Navarro,82,
11/4/15,Panola,81,@Weatherford,78,
11/4/15,@Dakota Co Tech,77,Western Tech,69,
11/4/15,@Erie CC,71,Tompkins Cortland,68,
11/4/15,@Lansing CC,123,Henry Ford CC,94,
11/4/15,Kirkwood CC,67,@John Wood CC,55,
11/4/15,Johnson Co,86,@Wentworth Mil,62,
11/4/15,Davidson Co CC,100,@Patrick Henry CC,78,
11/4/15,N Country CC,92,@Clinton CC (NY),78,
11/4/15,@Highland CC KS,114,Little Priest,66,
11/4/15,@Rochester MI,68,Aquinas,55,
11/4/15,@Briar Cliff,93,Peru St,87,
11/4/15,@Huntington,84,St Xavier IL,70,
11/4/15,@IN S Bend,81,Indiana NW,74,
11/4/15,Thomas GA,71,@Mid Georgia,68,
11/4/15,@William Penn,106,Col Ozarks,101,
11/4/15,@Ryerson,85,Toronto,84,
11/4/15,Brock,83,@McMaster,75,
11/4/15,@Western ON,90,Waterloo,69,
11/4/15,@Windsor,88,Laurier,77,
11/4/15,@Niagara ON,84,Redeemer,62,
11/4/15,@Central Chr,87,Friends,82,
11/4/15,Wilberforce,77,@Fisk,69,
11/4/15,Harcum Col,109,@Hagerstown CC,88,
11/4/15,@Mid-Michigan CC,77,Kellogg CC,73,
11/4/15,@Baker KS,70,KS Wesleyan,69,
11/4/15,@Purdue-N Cent,77,Card Stritch,69,
11/4/15,@WV Tech,75,Davis & Elkins,64,
11/4/15,PSU-Schuylkill,82,@Johnson CC,81,
11/4/15,Garrett,93,@CC Allegheny-A,69,
11/4/15,Wake Tech,85,@Cent Carolina CC,69,
11/4/15,@Cumberland TN,78,Oakwood,74,
11/4/15,Genesee CC,100,@Villa Maria,65,
11/4/15,@Cypress,82,El Camino Col,64,
11/4/15,@Skyline,115,Alameda,96,
11/4/15,@SD City Col,80,Citrus Col,65,
11/4/15,@Southeastern FL,128,Trinity FL,54,
11/4/15,@King's NS,120,Dalhousie Ag,53,
11/5/15,@Lackawanna,89,ASA,86,
11/5/15,@Pensacola St,80,AL Southern,77,
11/5/15,@Allegany MD,113,PA Highlands CC,46,
11/5/15,@Holmes CC,78,Baton Rouge CC,46,
11/5/15,@Marion Mil,72,Bishop St,68,
11/5/15,Cloud Co,62,Kennedy-King,60,
11/5/15,Lamar CC,100,Colorado NW,66,
11/5/15,@Connors St,86,Paris JC,64,
11/5/15,E Mississippi CC,67,@Meridian CC,53,
11/5/15,@Hill Col,106,Redlands CC,78,
11/5/15,@Tallahassee CC,94,Hillsborough CC,57,
11/5/15,@Independence CC,74,Brown Mackie,69,
11/5/15,@Indian Hills CC,109,Carl Sandburg,68,
11/5/15,@Itawamba CC,69,Snead St,68,
11/5/15,@Joliet JC,77,Daley,49,
11/5/15,@S Union St,66,W Georgia Tech,62,
11/5/15,Three Rivers,69,Kalamazoo Val,59,
11/5/15,Broome CC,83,@Jamestown-Cat,75,
11/5/15,McHenry Co,61,@Col of Dupage,60,
11/5/15,Bergen CC,88,@Raritan Val,82,
11/5/15,CC of RI,80,@Bristol CC,73,
11/5/15,@Bor Manhattan,78,Burlington Co,59,
11/5/15,@Bronx CC,73,Union Co,59,
11/5/15,@UConn-AP,58,Gateway CC,57,
11/5/15,@Sullivan Co,101,Hostos CC,74,
11/5/15,Hudson Val,106,@Ulster Co,66,
11/5/15,NW Mississippi,89,@Mid-South CC,84,
11/5/15,@Arizona Chr,81,Southern Oregon,76,
11/5/15,Martin Meth,90,@St Catharine,79,
11/5/15,TX Wesleyan,81,Park,76,
11/5/15,Huston-Tillot,104,@OK Wesleyan,80,
11/5/15,@Hinds CC,79,Coahoma CC,78,
11/5/15,@East Central CC,87,Delgado CC,76,
11/5/15,Shelton St,80,Wallace CC-Selma,72,
11/5/15,@Bunker Hill CC,107,Holyoke CC,85,
11/5/15,@Rockland CC,117,Dutchess CC,91,
11/5/15,Gloucester Co,109,@Montgomery Co CC,91,
11/5/15,@Passaic Co,71,Northampton CC,68,
11/5/15,Milligan,90,@Alice Lloyd,86,
11/5/15,@Hope Intl,78,La Sierra,55,
11/5/15,St Mary KS,91,Hastings,79,
11/5/15,@Quinsigamond,93,C Maine Tech,86,
11/5/15,@St Joseph VT,71,Vermont Tech,58,
11/5/15,@Camden Co,48,Philadelphia CC,47,
11/5/15,@Warren Wilson,101,Montreat And,87,
11/5/15,Orange Co,98,@Lehigh Carbon,53,
11/5/15,@Luzerne Co CC,66,PSU-Hazleton,56,
11/5/15,@Cerritos Col,63,Victor Valley,39,
11/5/15,@West LA Col,67,San Diego Mesa,53,
11/5/15,Santa Barbara City,67,@LA Valley Col,60,
11/5/15,Butte Col,71,@Diablo Val,66,O1
11/5/15,@Columbia CC,74,Contra Costa,73,
11/5/15,@Miramar,83,Barstow CC,64,
11/5/15,Riverside CC,104,@Lassen,85,
11/5/15,@San Bernardino Val,82,Grossmont,73,
11/5/15,Antelope Val CC,91,@Palomar Col,61,
11/5/15,Monterey Peninsula,72,@Foothill Col,62,
11/5/15,@MiraCosta,85,Santa Ana Col,68,
11/5/15,@Las Positas,81,Mendocino,65,
11/5/15,Moorpark,90,@Orange Coast,88,
11/5/15,Merritt,81,@San Jose City Col,74,
11/5/15,Rio Hondo,70,@Southwestern CA,64,
11/5/15,@Sacramento City,84,Siskiyous,81,
11/5/15,@Ventura Col,91,Pasadena City Col,69,
11/5/15,@Col of the Desert,82,Imperial Val,77,
11/5/15,@MS Delta,69,Copiah-Lincoln,65,
11/5/15,@Campbellsville,85,Evangel,67,
11/5/15,@Lake Land IL,94,Oakland CC,72,
11/5/15,N Essex CC,105,@Great Bay CC,55,
11/6/15,@Indian Hills CC,88,Barton Co,61,
11/6/15,Northwest WY,88,@Bismarck St,78,
11/6/15,Brunswick CC,90,@Louisburg,89,
11/6/15,@NW Florida St,68,Cape Fear CC,64,
11/6/15,@E Florida St,94,Col Cent Florida,78,
11/6/15,@Cent Wyoming,90,Snow Col,78,
11/6/15,@Dyersburg St,108,Chatt St Tech,104,
11/6/15,@Clarendon,76,W Oklahoma St,75,
11/6/15,@SW Tennessee,60,Cleveland St CC,51,
11/6/15,@Daytona St,99,Clinton JC,58,
11/6/15,@Moberly Area,62,Cloud Co,59,
11/6/15,@Colby CC,89,Colorado NW,60,
11/6/15,@San Jacinto-C,80,Collin Co,70,
11/6/15,@Trinity Valley CC,82,Dodge City CC,80,
11/6/15,McCook CC,92,@New Mexico JC,89,
11/6/15,Midland TX,73,Phoenix Col,52,
11/6/15,@North Idaho,89,Sheridan Col,74,
11/6/15,Iowa Lakes CC,93,@Northeast CC,83,
11/6/15,@Otero JC,81,Northwest KS Tech,68,
11/6/15,Panola,95,SW Chr TX,73,
11/6/15,Three Rivers,128,Oakland CC,81,
11/6/15,Wallace St,78,Caldwell CC Tech,59,
11/6/15,@Triton Col,71,Black Hawk-E,56,
11/6/15,Bryant & Stratton,87,CCBC Catonsville,78,
11/6/15,Cincinnati St Tech,67,Morton,65,
11/6/15,@Garrett,77,Clark St,57,
11/6/15,Highland CC KS,82,Des Moines CC,75,
11/6/15,Glen Oaks CC,96,@Edison CC,65,
11/6/15,Lincoln Land,81,Elgin CC,50,
11/6/15,@Mott CC,88,Jackson CC,82,
11/6/15,Kirkwood CC,89,Parkland,81,
11/6/15,Potomac St-WVU,63,Niagara Co,60,
11/6/15,@Vance-Granville,67,Wake Tech,57,
11/6/15,Anoka Ramsey,85,@Madison Col,83,
11/6/15,Middlesex Co,78,@Johnson CC,74,
11/6/15,Jamestown-Cat,108,@CC Beaver Co,104,
11/6/15,@Col of Idaho,97,MT Western,89,
11/6/15,@Col Ozarks,91,Southwestern KS,77,
11/6/15,Cornerstone,61,@St Francis IN,50,
11/6/15,@Jamestown,82,Dordt,73,
11/6/15,@Grace IN,78,St Xavier IL,65,
11/6/15,Morningside,77,@Sterling,72,
11/6/15,@Valley City St,96,Northwestern IA,84,
11/6/15,@Wm Jessup,72,UC Merced,53,
11/6/15,Bethel IN,98,Lawrence Tech,61,
11/6/15,Tabor,86,Cent Methodist,69,
11/6/15,Clarke,72,Holy Cross IN,67,
11/6/15,@IN Wesleyan,104,Union KY,89,
11/6/15,IN Southeast,101,Lindenwood-Belleville,100,
11/6/15,@AK Anchorage,94,Lincoln Chr,47,
11/6/15,@Dalhousie,68,New Brunswick,63,
11/6/15,Acadia,82,@Cape Breton,77,
11/6/15,@UPEI,102,St Fran Xavier,71,
11/6/15,@Ottawa ON,91,Nipissing,49,
11/6/15,@Carleton ON,93,Laurentian,48,
11/6/15,Brock,63,@Algoma,57,
11/6/15,@Lakehead,65,Guelph,64,
11/6/15,Manitoba,91,@Saskatchewan,88,
11/6/15,Regina,104,@Brandon,75,
11/6/15,@Calgary,87,Winnipeg,67,
11/6/15,Mt Royal,74,@Grant MacEwan,62,
11/6/15,Victoria,82,@Trinity Western,71,
11/6/15,Alberta,79,@Brit Columbia,74,
11/6/15,Thompson Riv,94,@Northern BC,89,
11/6/15,@Fraser Val,79,Okanagan,67,
11/6/15,Seneca,85,@George Brown,73,
11/6/15,Georgian,81,@Centennial Col,74,
11/6/15,Sheridan ON,96,@Redeemer,91,
11/6/15,@Durham,68,Loyalist,59,
11/6/15,St Lawrence ON,62,@Algonquin,56,
11/6/15,Taylor IN,68,Asbury,55,
11/6/15,Peru St,114,Bacone,80,
11/6/15,@Concordia NE,97,Bellevue,96,
11/6/15,Cal Maritime,67,@Warner Pacific,65,
11/6/15,Wm Woods,82,Culver-Stockton,74,
11/6/15,Southern Oregon,81,Embry-Riddle AZ,63,
11/6/15,Graceland,85,St Ambrose,76,
11/6/15,@Kentucky Chr,78,Point,73,
11/6/15,Rochester MI,77,@Madonna,64,
11/6/15,Mayville St,73,York NE,69,
11/6/15,Oregon Tech,65,@Menlo,59,
11/6/15,@St Gregory's,102,Univ of Southwest,99,
11/6/15,Casper College,88,@Williston St,84,
11/6/15,@Hutchinson CC,102,Hesston,85,
11/6/15,ND St Science,83,Miles CC,64,
11/6/15,N OK-Enid,74,Neosho Co,66,
11/6/15,@N OK-Tonkawa,86,Labette CC,78,
11/6/15,@Palm Beach St,101,State Col Fla,78,
11/6/15,Columbus St CC,103,Mercyhurst NE,90,
11/6/15,Milwaukee Tech,90,Gogebic CC,61,
11/6/15,@Essex CC,87,Globe Tech,72,
11/6/15,@Gulf Coast CC,80,IL Central,65,
11/6/15,Monroe CC,69,Baltimore City CC,65,
11/6/15,@Marian IN,92,Calumet-St Jos,82,
11/6/15,KS Wesleyan,83,@Central Chr,78,
11/6/15,@Columbia MO,78,Cumberland TN,54,
11/6/15,Hastings,81,@Doane,67,
11/6/15,@St Francis IL,87,Harris-Stowe,74,
11/6/15,@Tougaloo,97,LSU-Alexandria,89,
11/6/15,TX Wesleyan,100,@Mid Am Nazarene,95,
11/6/15,@Mt Mercy,103,Midland NE,100,
11/6/15,Northwestern OH,95,@Point Park,90,
11/6/15,@Purdue Calumet,103,Governors St,92,
11/6/15,@Harford CC,68,PSU York,61,
11/6/15,@S Maine Tech,96,PSU-Gtr Allegheny,92,
11/6/15,Principia,82,@Maryville MO,81,O1
11/6/15,Colorado Col,72,@Colorado Mines,66,
11/6/15,Polk CC,78,@ASA Miami,68,
11/6/15,Motlow St,84,@Columbia St,79,
11/6/15,@Sauk Valley CC,77,Prairie St,44,
11/6/15,DE Tech CC,95,@Frederick CC,71,
11/6/15,@Jackson St CC,88,Volunteer St,77,
11/6/15,McLennan CC,86,Navarro,77,
11/6/15,Central Penn,106,@PSU Wilkes-Barre,58,
11/6/15,@Trinity IL,82,Silver Lake,68,
11/6/15,Mass Bay CC,93,ME Augusta,67,
11/6/15,Santa Fe CC,74,Broward CC,60,
11/6/15,Gillette,96,Laramie Co,69,
11/6/15,@CCBC-Dundalk,97,Lansing CC,94,
11/6/15,@Florida Col,84,Brewton-Parker,82,
11/6/15,Mt Vernon Naz,112,Wright St-Lake,77,
11/6/15,@Barstow CC,68,Victor Valley,66,
11/6/15,@Orange Coast,78,Palomar Col,72,
11/6/15,@Contra Costa,70,Diablo Val,66,
11/6/15,@Grossmont,72,San Diego Mesa,58,
11/6/15,Merritt,74,@Foothill Col,68,
11/6/15,Santa Rosa JC,86,@Alameda,53,
11/6/15,Allan Hancock,88,@Col of the Sequoias,85,O1
11/6/15,@Southwestern CA,96,Santa Ana Col,84,
11/6/15,Long Beach City Col,71,@Imperial Val,56,
11/6/15,Chaffey,93,@LA Trade-Tech,69,
11/6/15,LA Valley Col,76,@Pasadena City Col,54,
11/6/15,@Mendocino,75,Siskiyous,69,
11/6/15,Cerritos Col,60,@Miramar,40,
11/6/15,Riverside CC,90,@Monterey Peninsula,77,
11/6/15,Fresno City Col,111,@Napa Valley CC,64,
11/6/15,Saddleback,82,@West Valley Col,47,
11/6/15,Sacramento City,76,@Las Positas,74,
11/6/15,@San Bernardino Val,71,West LA Col,62,
11/6/15,East LA Col,84,@Cuyamaca,73,
11/6/15,Gavilan,85,@Merced Col,79,
11/6/15,Antelope Val CC,90,@Moorpark,74,
11/6/15,@City Col San Fran,94,Yuba,81,
11/6/15,@Feather River,101,Reedley,65,
11/6/15,@Fullerton Col,82,Canada Col,69,
11/6/15,@San Jose City Col,81,Lassen,64,
11/6/15,MiraCosta,69,@Rio Hondo,67,
11/6/15,@Ventura Col,92,Santa Barbara City,60,
11/6/15,@El Camino-Compton,95,El Camino Col,72,
11/6/15,@Hartnell,85,Porterville,84,
11/6/15,Oxnard,69,@Col of the Canyons,62,
11/6/15,Butte Col,77,@Columbia CC,68,
11/6/15,@Sierra Col,93,Solano CC,81,
11/6/15,Mt San Antonio,83,@Col Marin,78,
11/6/15,@Cuesta,70,West Hills,53,
11/6/15,Lake Land IL,83,Kalamazoo Val,70,
11/6/15,Ancilla,67,@Truman Col,45,
11/6/15,Bethel TN,98,Cin Clermont,79,
11/6/15,N Alberta Tech,91,@Augustana AB,59,
11/6/15,@Capilano,77,Camosun,64,
11/6/15,@Cincinnati Chr,79,Miami-Hamilton,55,
11/6/15,Sainte-Foy,69,@Dawson,68,
11/6/15,Vancouver Island,79,@Douglas,71,
11/6/15,@Grande Prairie,82,King's AB,63,
11/6/15,@John Abbott,102,Ed Montpetit,89,
11/6/15,@Keyano,128,Lakeland AB,76,
11/6/15,@Langara,89,Kwantlen,71,
11/6/15,@Lethbridge Col,112,Briercrest,84,
11/6/15,Red Deer,115,@Olds,107,
11/6/15,Medicine Hat,78,@St Mary's AB,71,
11/6/15,AFLBC,78,@Trinity Bib,77,
11/6/15,San Diego Chr,93,@Antelope Val,67,
11/6/15,@NH Tech,62,Williamson Tr,53,
11/7/15,Wallace St,71,Brunswick CC,61,
11/7/15,@Butler Co-KS,88,Redlands CC,76,
11/7/15,@Chipola,90,Cape Fear CC,86,
11/7/15,@Indian River,89,Col Cent Florida,73,
11/7/15,Laramie Co,68,@Cent Wyoming,60,
11/7/15,@SW Tennessee,73,Chatt St Tech,65,
11/7/15,Cleveland St CC,88,@Dyersburg St,85,
11/7/15,Lamar CC,85,@Colby CC,82,
11/7/15,@W Nebraska CC,99,Dawson CC,64,
11/7/15,@SW Mississippi,64,Delgado CC,62,
11/7/15,Dodge City CC,72,Panola,54,
11/7/15,East Georgia Col,85,USC Salkehatchie,76,
11/7/15,Gillette,77,Snow Col,70,
11/7/15,@Highland CC IL,86,Malcolm X,73,
11/7/15,@Howard Col,85,Weatherford,79,
11/7/15,@Hutchinson CC,82,NE OK A&M,68,
11/7/15,Iowa Western CC,81,@Lake Region,77,
11/7/15,@Marion Mil,82,Jefferson Davis,50,
11/7/15,John Logan,78,@Mineral Area,69,
11/7/15,@Moberly Area,82,Kennedy-King,48,
11/7/15,@Lawson St,87,Wallace CC-Selma,65,
11/7/15,Lurleen Wallace,60,@S Union St,57,
11/7/15,@Paris JC,106,Murray St CC,69,
11/7/15,@Northeast CC,101,Iowa Cent,94,
11/7/15,Trinidad St JC,76,Northwest KS Tech,72,
11/7/15,@Palm Beach St,75,Santa Fe CC,48,
11/7/15,Walters St,74,@Roane St,63,
11/7/15,Seminole St,84,@Cedar Valley,82,
11/7/15,@Trinity Valley CC,105,SW Chr TX,80,
11/7/15,@Tallahassee CC,81,St Petersburg,50,
11/7/15,Elgin CC,68,Ancilla,63,
11/7/15,Bryant & Stratton,92,@CCBC-Dundalk,71,
11/7/15,Lansing CC,106,CCBC Catonsville,79,
11/7/15,@Cecil Col,91,Burlington Co,85,
11/7/15,Prince George's,97,@Chesapeake,86,
11/7/15,@Triton Col,85,Cincinnati St Tech,76,
11/7/15,Potomac St-WVU,82,Clark St,56,
11/7/15,Dakota Co Tech,73,Southwestern CC,72,
11/7/15,@Erie CC,79,Delta Col,66,
11/7/15,@Johnson Co,92,Des Moines CC,56,
11/7/15,@N Arkansas,103,Fort Scott CC,65,
11/7/15,Monroe CC,93,@Frederick CC,70,
11/7/15,@Garrett,85,Niagara Co,81,
11/7/15,Kellogg CC,81,@Henry Ford CC,69,
11/7/15,@Rend Lake,83,John Wood CC,68,
11/7/15,Moraine Val,86,@Kishwaukee CC,77,
11/7/15,@Lackawanna,83,Middlesex Co,74,
11/7/15,@Joliet JC,94,Lake Co,59,
11/7/15,Caldwell CC Tech,83,@Louisburg,81,
11/7/15,Sprfld Tech CC,79,@Massasoit CC,71,
11/7/15,Northern Virginia CC,120,Suffolk Co-Selden,92,
11/7/15,Col of Dupage,81,@Oakton CC,70,
11/7/15,@Sandhills CC,101,Anne Arundel,55,
11/7/15,Milwaukee Tech,104,Anoka Ramsey,97,
11/7/15,@Brookdale CC,97,Atlantic Cape CC,85,
11/7/15,@Bor Manhattan,85,Ulster Co,62,
11/7/15,Hudson Val,80,@Cayuga CC,73,
11/7/15,Columbia Greene,63,@Finger Lakes CC,62,
11/7/15,@Onondaga CC,103,Dutchess CC,80,
11/7/15,Fulton-Mont,81,@Tompkins Cortland,74,
11/7/15,Roxbury CC,87,@Gateway CC,76,
11/7/15,@Herkimer Co,92,Jefferson CC,77,
11/7/15,@Mohawk Val,76,N Country CC,72,
11/7/15,@Union Co,77,Ocean Co,67,
11/7/15,@Broome CC,90,Schenectady Co,63,
11/7/15,@Daytona St,76,ASA Miami,51,
11/7/15,@Cent CC-Columbus,109,Little Priest,83,
11/7/15,@Ohio Chr,90,Bluefield VA,78,
11/7/15,Cent Methodist,90,Sterling,84,
11/7/15,Cornerstone,93,Huntington,72,
11/7/15,Cumberland TN,85,@Wm Woods,76,
11/7/15,@MT St Northern,76,Dickinson St ND,65,
11/7/15,@Valley City St,82,Dordt,76,
11/7/15,Northwestern IA,109,@Jamestown,100,
11/7/15,@Life,85,Truett-McConnell,78,
11/7/15,Bellevue,86,York NE,56,
11/7/15,@Bethany KS,85,Mt Marty,76,
11/7/15,Bethel IN,110,Moody Bib,58,
11/7/15,@Corban,77,Cal Maritime,67,
11/7/15,@Coastal GA,74,Thomas GA,65,
11/7/15,@Georgetown KY,85,WV Tech,64,
11/7/15,@Goshen,87,Lawrence Tech,76,
11/7/15,@Oklahoma S&A,114,Huston-Tillot,94,
11/7/15,Union KY,78,Indiana-East,74,
11/7/15,IN Southeast,82,Point,72,
11/7/15,Tabor,87,Morningside,73,
11/7/15,@Laurier,76,Western ON,71,
11/7/15,Windsor,91,@Waterloo,81,
11/7/15,@Memorial,97,St Mary's NS,63,
11/7/15,@Carleton ON,102,Nipissing,67,
11/7/15,McMaster,86,@Algoma,56,
11/7/15,@Concordia QC,69,UQAM,56,
11/7/15,@Ottawa ON,97,Laurentian,66,
11/7/15,@Queen's ON,70,York ON,66,
11/7/15,@La Cite,84,St Lawrence ON,74,
11/7/15,Humber,67,@Fanshawe,66,
11/7/15,@Algonquin,80,Canadore,76,
11/7/15,Sault,75,@St Clair,67,
11/7/15,@Lambton,84,Cambrian,62,
11/7/15,@Arizona Chr,107,Embry-Riddle AZ,72,
11/7/15,Avila,100,@John Brown,98,
11/7/15,Univ of Southwest,110,@Bacone,95,
11/7/15,@Benedictine KS,71,Friends,62,
11/7/15,@William Penn,89,Bethel KS,80,
11/7/15,Calumet-St Jos,75,Brescia,57,
11/7/15,@Purdue Calumet,101,Clarke,96,
11/7/15,@Concordia NE,62,Mayville St,51,
11/7/15,Dillard,76,@St Thomas TX,70,
11/7/15,St Mary KS,98,@Doane,76,
11/7/15,@Mt Mercy,95,Graceland,71,
11/7/15,Missouri Val,70,@Hannibal-Lagr,65,
11/7/15,@Indiana NW,84,IU Kokomo,62,
11/7/15,Lindenwood-Belleville,91,@Kentucky Chr,64,
11/7/15,Menlo,65,UC Merced,56,
11/7/15,Oregon Tech,75,@Wm Jessup,74,
11/7/15,Peru St,105,@St Gregory's,90,
11/7/15,@Rio Grande,86,Taylor IN,79,
11/7/15,Voorhees,76,@Talladega,74,
11/7/15,Broward CC,105,State Col Fla,88,
11/7/15,N OK-Enid,83,@Coffeyville CC,75,
11/7/15,Cowley Co,98,Labette CC,69,
11/7/15,Monroe,80,Hagerstown CC,70,
11/7/15,@Hill Col,88,Navarro,81,
11/7/15,Rock Valley,88,@Indian Hills CC,86,
11/7/15,Odessa,100,McCook CC,69,
11/7/15,Northwest WY,100,@United Tribes,76,
11/7/15,@Southeastern CC,77,Parkland,72,
11/7/15,Cuyahoga CC,72,Lakeland CC,53,
11/7/15,Dean,103,@N Essex CC,83,
11/7/15,Gogebic CC,66,@Madison Col,56,
11/7/15,Jamestown CC,90,@Owens CC,86,
11/7/15,Northampton CC,73,Bunker Hill CC,65,
11/7/15,Polk CC,85,Clinton JC,56,
11/7/15,Harcum Col,89,Richard Bland,68,
11/7/15,Motlow St,80,@Jackson St CC,72,
11/7/15,Mercyhurst NE,87,@CC Beaver Co,70,
11/7/15,Gloucester Co,74,@Passaic Co,69,
11/7/15,San Diego Chr,70,@Benedictine AZ,68,
11/7/15,@Biola,83,La Sierra,66,
11/7/15,@Card Stritch,75,Waldorf,51,
11/7/15,@Columbia MO,71,Culver-Stockton,68,
11/7/15,Edward Waters,45,@Warner,44,
11/7/15,@R Morris Chi,81,Evangel,78,
11/7/15,Grace IN,86,@Trinity IL,71,
11/7/15,Siena Hts,78,@Judson IL,66,
11/7/15,@Madonna,77,Roosevelt,56,
11/7/15,St Ambrose,84,Midland NE,75,
11/7/15,J&W NC,59,@Florida Col,55,
11/7/15,@UPEI,95,St Fran Xavier,91,
11/7/15,@Dalhousie,84,New Brunswick,82,
11/7/15,@Cape Breton,94,Acadia,76,
11/7/15,Guelph,61,@Lakehead,50,
11/7/15,Regina,87,@Brandon,73,
11/7/15,@Saskatchewan,77,Manitoba,70,
11/7/15,@Grant MacEwan,88,Mt Royal,82,
11/7/15,@Calgary,88,Winnipeg,55,
11/7/15,Victoria,78,@Trinity Western,61,
11/7/15,Thompson Riv,85,@Northern BC,79,
11/7/15,@Fraser Val,84,Okanagan,69,
11/7/15,@Brit Columbia,82,Alberta,54,
11/7/15,@Washington Advt,92,Oakwood,83,
11/7/15,@Lake Superior,95,Olivet MI,51,
11/7/15,@Lees-McRae,81,Chris Newport,70,
11/7/15,Holy Cross IN,80,Governors St,72,
11/7/15,@Wilberforce,112,Marygrove,82,
11/7/15,Baltimore City CC,91,DE Tech CC,75,
11/7/15,@Lincoln Col,82,Lincoln Trail,80,
11/7/15,@Sauk Valley CC,80,Olive-Harvey,71,
11/7/15,Black Hawk-E,87,Morton,76,
11/7/15,Columbus St CC,100,Jamestown-Cat,76,
11/7/15,S Suburban,83,Wayne Co,74,
11/7/15,@Philander Smith,107,Fisk,70,
11/7/15,Walla Walla,72,MT Western,67,
11/7/15,@Cochise,120,NM Military,80,
11/7/15,@Columbia St,114,Volunteer St,93,
11/7/15,Patrick Henry CC,67,Southern MD,61,
11/7/15,@Trinity Chr,74,Silver Lake,68,
11/7/15,Mass Bay CC,71,NH Tech,69,
11/7/15,@Ark Baptist,103,Bossier Parish,99,
11/7/15,@Georgia Highlands,107,Gadsden St CC,81,
11/7/15,@Williston St,92,Miles CC,76,
11/7/15,@Manor,100,Co Col Morris,72,
11/7/15,Orange Co,84,@Luzerne Co CC,65,
11/7/15,@Delaware Co CC,99,Lehigh Carbon,59,
11/7/15,@Cincinnati Chr,97,Wright St-Lake,90,
11/7/15,Lake Michigan,51,@Andrews,38,
11/7/15,Concordia MI,85,@Villa Maria,71,
11/7/15,@Southwestern CA,98,Barstow CC,64,
11/7/15,Contra Costa,109,@Mendocino,74,
11/7/15,Col of the Sequoias,79,@West Valley Col,65,
11/7/15,@Long Beach City Col,97,Grossmont,84,
11/7/15,@Riverside CC,69,Merritt,65,
11/7/15,Alameda,76,@Napa Valley CC,63,
11/7/15,@Miramar,61,Rio Hondo,52,
11/7/15,Columbia CC,73,@Las Positas,64,
11/7/15,@Porterville,82,Gavilan,72,
11/7/15,@West Hills,84,Canada Col,74,
11/7/15,@Reedley,83,Solano CC,60,
11/7/15,@Monterey Peninsula,83,Lassen,63,
11/7/15,West LA Col,75,@Col of the Desert,73,O1
11/7/15,@Col Marin,69,Yuba,57,FS
11/7/15,@MiraCosta,58,Cerritos Col,55,
11/7/15,@Santa Monica Col,86,LA Harbor,68,
11/7/15,@Hartnell,85,Merced Col,73,
11/7/15,Butte Col,79,@Sacramento City,68,
11/7/15,@LA Valley Col,84,Orange Coast,79,
11/7/15,@Fresno City Col,79,Santa Rosa JC,74,
11/7/15,Moorpark,80,@Santa Barbara City,63,
11/7/15,@Col of the Canyons,76,Cuyamaca,55,
11/7/15,@Saddleback,79,Allan Hancock,58,
11/7/15,Foothill Col,69,@San Jose City Col,56,
11/7/15,Feather River,92,@Sierra Col,83,
11/7/15,@Shasta Col,93,San Joaquin Delta,85,
11/7/15,@Cuesta,71,Fullerton Col,62,
11/7/15,East LA Col,90,@Oxnard,72,
11/7/15,Antelope Val CC,77,@Ventura Col,74,
11/7/15,@Cabrillo,75,Modesto JC,66,
11/7/15,@City Col San Fran,72,Mt San Antonio,68,
11/7/15,@San Bernardino Val,94,Glendale AZ,92,
11/7/15,Three Rivers,80,@Lake Land IL,69,
11/7/15,Lincoln Land,93,@Truman Col,53,
11/7/15,@Pikeville,97,Cin Clermont,55,
11/7/15,Vancouver Island,90,@Capilano,74,
11/7/15,St Lambert,72,@Montmorency,68,
11/7/15,Camosun,79,@Douglas,72,
11/7/15,@Grace Bib,105,Boyce,53,
11/7/15,King's AB,93,@Grande Prairie,90,
11/7/15,Carver Bib,74,Hiwassee,64,
11/7/15,@Keyano,83,Lakeland AB,53,
11/7/15,Lethbridge Col,83,@Medicine Hat,69,
11/7/15,Davis,82,@Mid-Atlantic Chr,61,
11/7/15,Crandall,79,@MS Vincent NS,63,
11/7/15,@N Alberta Tech,78,Augustana AB,66,
11/7/15,W Coast Bap,79,@Portland Bible,70,
11/7/15,Albany Pharmacy,83,@Pratt Inst,55,
11/7/15,@Quest,104,Kwantlen,63,
11/7/15,Olds,95,@S Alberta Tech,84,
11/7/15,Red Deer,103,@St Mary's AB,78,
11/7/15,@SUNY-Delhi,81,PSU-Hazleton,57,
11/7/15,@Toccoa Falls,118,Welch,96,
11/7/15,@Trinity Bib,77,AFLBC,72,
11/7/15,Briercrest,91,@Ambrose,86,
11/7/15,Unity,91,@Great Bay CC,86,
11/7/15,@Central Penn,110,PSU-Brandywine,75,
11/7/15,Oakland CC,77,Kalamazoo Val,64,
11/7/15,Holyoke CC,93,@Vermont Tech,87,
11/7/15,@ND St Science,86,Casper College,83,
11/8/15,Iowa Western CC,114,Dakota-Bottineau,85,
