Date,Team 1,Team 1 Score,Team 2,Team 2 Score,
1/9/16,Columbia Greene,78,@Clinton CC (NY),53,
1/9/16,@Corning CC,88,Onondaga CC,79,
1/9/16,@Col of Dupage,69,Madison Col,67,
1/9/16,Finger Lakes CC,110,@Jefferson CC,97,
1/9/16,@Kingsborough,89,Ulster Co,75,
1/9/16,Prince George's,106,@Montgomery-R,103,
1/9/16,@North Lake,82,Richland,72,
1/9/16,@Ocean Co,69,Union Co,61,
1/9/16,@Rochester C&T,91,Riverland CC,68,
1/9/16,@Broome CC,71,Tompkins Cortland,67,
1/9/16,Palm Beach St,85,@ASA Miami,71,
1/9/16,@Tohono O'odham,94,Glendale AZ,80,
1/9/16,Ark Baptist,102,@Mid-South CC,97,
1/9/16,@Goshen,76,Bethel IN,74,
1/9/16,Bethel TN,91,@Dalton St,89,
1/9/16,Briar Cliff,95,Hastings,83,
1/9/16,@Cal Maritime,81,Pacific Union,56,
1/9/16,Carroll MT,47,@MT-Great Falls,44,
1/9/16,Mt Mercy,88,@Col Ozarks,79,
1/9/16,@Dakota Wesleyan,67,Dakota St,65,
1/9/16,Dickinson St ND,97,N New Mexico,82,
1/9/16,@Dordt,92,NE Wesleyan,88,
1/9/16,Eastern Oregon,86,@Multnomah Bib,73,
1/9/16,@Wm Woods,105,Freed-Hardeman,98,
1/9/16,Grace IN,91,@IN Wesleyan,80,
1/9/16,@Indiana-East,89,Ohio Chr,63,
1/9/16,@Rochester MI,78,Indiana NW,60,
1/9/16,@Lewis-Clark ID,78,MT Western,69,
1/9/16,Life,82,@St Catharine,78,
1/9/16,Rocky Mtn,82,@MT Tech,67,
1/9/16,@SW Christian,62,TX Wesleyan,60,
1/9/16,@TN Wesleyan,99,St Andrew's,90,
1/9/16,Keiser,77,@Thomas GA,64,
1/9/16,@Aquinas,74,MI Dearborn,53,
1/9/16,J&W FL,81,@Ave Maria,77,
1/9/16,@Union KY,74,Bluefield VA,63,
1/9/16,Clarke,72,@Calumet-St Jos,56,
1/9/16,Central Bap,76,@Hannibal-Lagr,70,
1/9/16,@Grandview,100,Cent Methodist,95,
1/9/16,Loyola NO,88,@Coastal GA,84,
1/9/16,Corban,85,@Northwest WA,70,
1/9/16,Davenport,90,@Cornerstone,84,
1/9/16,@Cumberlands KY,71,Lindsey Wilson,56,
1/9/16,@Morningside,71,Doane,70,
1/9/16,Northwest Chr,89,@Evergreen St,85,
1/9/16,@Huntington,75,Mt Vernon Naz,66,
1/9/16,Valley City St,85,@J&W CO,60,
1/9/16,@Lawrence Tech,58,Northwestern OH,55,
1/9/16,@Lindenwood-Belleville,95,Park,80,
1/9/16,@Mid Georgia,78,Martin Meth,68,
1/9/16,@Point,84,Milligan,72,
1/9/16,Simpson CA,79,@UC Merced,74,
1/9/16,@Tabor,66,Southwestern KS,63,
1/9/16,@AL Huntsville,105,Union TN,101,O2
1/9/16,UC San Diego,78,@Cal St-LA,64,
1/9/16,@Wingate,71,Carson-Newman,48,
1/9/16,Catawba,74,@Brevard,71,
1/9/16,@C Oklahoma,98,Washburn,92,O1
1/9/16,@C Washington,87,MT St-Billings,75,
1/9/16,@Black Hills St,77,Chadron St,75,
1/9/16,North Alabama,82,@Chr Brothers,64,
1/9/16,Mars Hill,69,@Coker,65,
1/9/16,@Humboldt St,94,CS Stanislaus,72,
1/9/16,@SW Univ TX,74,Dallas Univ,58,
1/9/16,Dallas Bap,97,@Permian Basin,92,O1
1/9/16,@La Verne,77,Cal Lutheran,75,
1/9/16,@Transylvania,80,Defiance,71,
1/9/16,@WI Parkside,84,Drury,67,
1/9/16,@D'Youville,79,Mt Aloysius,73,
1/9/16,Seton Hill,72,@California PA,60,
1/9/16,E Texas Bap,67,@Sul Ross,64,
1/9/16,Nichols,79,@E Nazarene,67,
1/9/16,@Rockford,89,Edgewood,71,
1/9/16,@NE Oklahoma,76,Emporia St,74,
1/9/16,Erskine,72,@Pfeiffer,64,
1/9/16,@Findlay,80,Hillsdale,69,
1/9/16,Ft Lewis,76,@Colorado Mines,59,
1/9/16,@Francis Marion,64,Armstrong St,63,
1/9/16,@George Fox,82,Pac Lutheran,74,
1/9/16,@Columbus St,83,Georgia C&S,82,
1/9/16,Young Harris,83,@Georgia SW,75,
1/9/16,@Gordon,103,Curry,64,
1/9/16,@AK Anchorage,87,W Washington,84,
1/9/16,@St Joseph's LI,76,Russell Sage,64,
1/9/16,@Green Mtn,74,Castleton,57,
1/9/16,@Greenville,127,Fontbonne,96,
1/9/16,@Guilford,70,E Mennonite,68,
1/9/16,@Hanover,64,Earlham,58,
1/9/16,Harding,82,@SE Oklahoma,70,
1/9/16,@NW Oklahoma St,64,Henderson St,56,
1/9/16,Holy Family,76,@Nyack,60,
1/9/16,@SC Aiken,72,Flagler,66,
1/9/16,@Covenant,89,Huntingdon,82,
1/9/16,Husson,85,@ME Maritime,79,
1/9/16,@Albion,65,Calvin,60,
1/9/16,Adams St,89,@Colorado Chr,77,
1/9/16,@Col Springs,86,Mesa St,82,
1/9/16,@Lincoln Mem,86,Queens NC,76,
1/9/16,@Lindenwood,70,NE Kearney,63,
1/9/16,Keuka,65,@Wells,62,
1/9/16,@Maryville TN,84,LaGrange,60,
1/9/16,@Hilbert,95,La Roche,82,
1/9/16,Lakeland,89,@Dominican IL,72,
1/9/16,Lander,72,@Augusta,64,
1/9/16,@Capital,90,Baldwin-Wallace,79,
1/9/16,@Lenoir Rhyne,83,Anderson SC,80,
1/9/16,Barton,77,@Limestone,74,
1/9/16,@West Florida,78,West Alabama,70,
1/9/16,@Willamette,70,Linfield,68,
1/9/16,@Augsburg,80,Carleton MN,68,
1/9/16,Pitt-Greensburg,81,@Medaille,57,
1/9/16,@Case Western,94,Carnegie Mellon,81,
1/9/16,Manchester,79,@Rose-Hulman,75,
1/9/16,Concordia IL,88,@Marian WI,74,
1/9/16,@AK Fairbanks,73,Simon Fraser,56,
1/9/16,Carroll WI,59,@Cornell IA,55,
1/9/16,@M Hardin-Baylor,77,UT Tyler,51,
1/9/16,@IL Wesleyan,78,Carthage,52,
1/9/16,@Midwest TX St,90,E New Mexico,56,
1/9/16,@MN Morris,104,Northland,66,
1/9/16,@NC Pembroke,80,Montevallo,71,
1/9/16,Gwynedd-Mercy,103,@Rosemont,71,
1/9/16,@Catholic,81,Drew,64,
1/9/16,@Moorhead St,97,Minot St,89,
1/9/16,Mt Olive,66,@North Greenville,63,
1/9/16,@Neumann,84,Summit,55,
1/9/16,U New England,85,@Salve Regina,68,
1/9/16,@Tusculum,103,Newberry,98,
1/9/16,@Wartburg,81,Central IA,78,
1/9/16,@Northern St SD,94,Mary ND,70,
1/9/16,@Oakland City,93,OH Chillicothe,53,
1/9/16,@Cabrini,70,Centenary NJ,64,
1/9/16,Ouachita,73,@SW Oklahoma,62,
1/9/16,@Spring Hill,85,Albany GA,62,
1/9/16,@MO Southern,100,C Missouri,89,
1/9/16,Keystone,69,@Cairn,66,
1/9/16,SW Baptist,83,@Pittsburg St,71,
1/9/16,@Pitt-Bradford,97,PSU-Altoona,82,
1/9/16,Goldey Beacom,68,@Post,61,
1/9/16,Bellarmine,72,@Rockhurst,65,
1/9/16,@Azusa Pacific,88,Chaminade,87,
1/9/16,Lees-McRae,98,@S Wesleyan,85,
1/9/16,@W Oregon,74,St Martin's,61,
1/9/16,@St Mary's TX,60,Rogers St,58,
1/9/16,@St Anselm,83,St Rose,70,
1/9/16,Thomas Aquinas,90,@Roberts Wslyn,68,
1/9/16,Lock Haven,75,@Cheyney St,69,
1/9/16,Chicago,70,@Washington MO,69,
1/9/16,S Arkansas,75,@Southern Nazarene,68,
1/9/16,@S Vermont,103,Mitchell,87,
1/9/16,@Chris Newport,81,Wesley DE,68,
1/9/16,Tarleton St,50,@TX A&M K'ville,47,
1/9/16,@TX Lutheran,96,Austin Col,93,
1/9/16,@Thomas More,101,Wash & Jeff,66,
1/9/16,Lake Superior,76,@Tiffin,63,
1/9/16,@Whittier,84,Claremont M.S.,61,
1/9/16,@Clarion,74,Edinboro,68,O1
1/9/16,@Concordia SP,69,Wayne St NE,64,
1/9/16,@Bethany WV,84,Waynesburg,73,
1/9/16,@Kentucky St,74,Clark Atlanta,73,
1/9/16,@CSU-Pueblo,109,W New Mexico,83,
1/9/16,@Clark MA,85,Wheaton MA,72,
1/9/16,@Westminster MO,84,Blackburn,73,
1/9/16,@Westminster PA,74,Thiel,63,
1/9/16,@Clarkson,58,Vassar,50,
1/9/16,@Caldwell,73,Wilmington DE,67,
1/9/16,Mt Union,82,@Wilmington OH,79,
1/9/16,Scranton,78,@Goucher,77,
1/9/16,@Old Westbury,79,Mt St Mary NY,62,
1/9/16,Simpson IA,69,@Coe,63,
1/9/16,@Tufts,92,Colby,65,
1/9/16,@Messiah,66,Albright,60,
1/9/16,@Concordia Mhd,83,St John's MN,65,
1/9/16,Misericordia,82,@Mansfield,67,
1/9/16,@Concordia NY,84,Chestnut Hill,83,
1/9/16,@CT College,82,Middlebury,81,
1/9/16,@Piedmont,79,Peace,73,
1/9/16,@Ald-Broaddus,90,Davis & Elkins,67,
1/9/16,@Kenyon,82,DePauw,75,
1/9/16,@Alfred,84,Ithaca,81,
1/9/16,Delta St,72,@Lee TN,68,
1/9/16,@Wabash,80,Denison,66,
1/9/16,Suffolk,53,@Rivier,51,
1/9/16,@Dickinson,82,Washington MD,63,
1/9/16,Dist Columbia,92,@Dowling,82,
1/9/16,Ohio Wesleyan,89,@Allegheny,77,
1/9/16,@Dubuque,83,Luther IA,47,
1/9/16,E Stroudsburg,87,@West Chester,60,
1/9/16,TX A&M Commerce,93,@Angelo St,88,
1/9/16,E Connecticut,80,@Plymouth St,56,
1/9/16,@Aurora,105,Milwaukee Eng,99,
1/9/16,Clayton St,76,@North Georgia,74,
1/9/16,@Lynn,82,Tampa,71,
1/9/16,Eckerd,84,@FL Southern,70,
1/9/16,@Alma,85,Adrian,66,
1/9/16,@Eliz. City St,81,JC Smith,71,
1/9/16,@Moravian,81,Elizabethtown,76,
1/9/16,Elmhurst,73,@Millikin,65,
1/9/16,Nazareth,85,@Elmira,47,
1/9/16,Coast Guard,98,@Emerson,94,O1
1/9/16,@Mt Ida,73,Emmanuel MA,71,
1/9/16,Emory & Henry,80,@Bridgewater VA,70,
1/9/16,@Emory,78,Rochester NY,75,
1/9/16,Regis MA,62,@Newbury,42,
1/9/16,@Stevenson,76,Arcadia,58,
1/9/16,Lewis & Clark,76,@Puget Sound,69,
1/9/16,Fayetteville St,72,@Virginia Union,70,
1/9/16,@Walsh,81,Ferris St,78,
1/9/16,@NC Wesleyan,70,Ferrum,64,
1/9/16,@J&W RI,84,Norwich,48,
1/9/16,@Palm Beach Atl,78,Florida Tech,71,
1/9/16,@Hardin-Simmons,112,Univ Ozarks,91,
1/9/16,UT Dallas,72,@McMurry,47,
1/9/16,@Philadelphia,80,Felician,49,
1/9/16,Spalding,73,@Principia,66,
1/9/16,@Lane,74,Fort Valley St,65,
1/9/16,@Bridgewater MA,52,Framingham St,43,
1/9/16,@Frank & Marsh,57,Swarthmore,54,
1/9/16,SUNY Fredonia,79,@SUNY Potsdam,69,
1/9/16,Frostburg St,71,@St Mary's MD,65,
1/9/16,Becker,68,@Lesley,61,
1/9/16,Newman,114,@Panhandle St,80,
1/9/16,Le Tourneau,108,@Concordia TX,107,
1/9/16,@Geneseo St,71,SUNY New Paltz,67,
1/9/16,@Gettysburg,92,Haverford,47,
1/9/16,@Rowan,99,Kean,71,
1/9/16,@Lasell,99,Anna Maria,94,
1/9/16,Grand Valley St,89,@Malone,79,
1/9/16,@Averett,75,Greensboro,59,
1/9/16,@Ripon,100,Grinnell,89,
1/9/16,St Vincent,79,@Grove City,67,
1/9/16,Gust Adolphus,85,@Hamline,70,
1/9/16,@Wesleyan CT,82,Hamilton,76,O1
1/9/16,BYU Hawaii,87,@Holy Names,78,
1/9/16,@Hampden-Sydney,65,Shenandoah,42,
1/9/16,@Mt St Joseph,76,Franklin IN,66,
1/9/16,Hawaii Pacific,73,@Academy of Art,49,
1/9/16,Hawaii Hilo,88,@Point Loma,85,O1
1/9/16,@Hartwick,96,Stevens Tech,72,
1/9/16,@Lake Erie,63,N Michigan,54,
1/9/16,Whitman,91,@Pacific OR,74,
1/9/16,Johnson St,81,@Thomas ME,75,
1/9/16,NM Highlands,88,@Western St CO,73,
1/9/16,@Heidelberg,100,Otterbein,89,
1/9/16,St Cloud,80,@MN Crookston,79,
1/9/16,Purchase,63,@Farmingdale,55,
1/9/16,@Staten Island,82,Lehman,76,
1/9/16,Albertus Magnus,56,@St Joseph's ME,52,
1/9/16,Hiram,72,@Wittenberg,68,
1/9/16,Univ Sciences,69,@Bloomfield,66,
1/9/16,Hope,79,@Olivet MI,64,
1/9/16,@Benedictine IL,81,WI Lutheran,67,
1/9/16,Lake Forest,87,@Illinois Col,72,
1/9/16,@Adelphi,84,St Michael's,59,
1/9/16,Northwestern MN,97,@Luther MN,71,
1/9/16,Finlandia,84,@Crown MN,82,
1/9/16,@Trine,77,Kalamazoo,59,
1/9/16,@Bethany Luth,78,N Central MN,75,
1/9/16,@Central St OH,88,Morehouse,81,O1
1/9/16,@Truman St,95,IL Springfield,79,
1/9/16,@Dominican CA,74,Notre Dame CA,62,
1/9/16,@Stillman,71,Claflin,59,
1/9/16,Lyndon St,73,@ME Farmington,69,
1/9/16,@Morrisville St,77,SUNY-Cobleskill,64,
1/9/16,@PSU-Behrend,68,Franciscan OH,42,
1/9/16,@St Joseph's NY,89,Sarah Lawrence,80,
1/9/16,PSU-Harrisburg,71,@S Virginia,64,
1/9/16,@Lancaster Bib,108,PSU-Abington,60,
1/9/16,@Texas A&M Intl,79,Arkansas-FS,54,
1/9/16,@OH Dominican,93,Northwood MI,54,
1/9/16,S Indiana,86,@Wm Jewell,76,
1/9/16,KY Wesleyan,88,@Cedarville,58,
1/9/16,Upper Iowa,81,@Sioux Falls,68,
1/9/16,@Cal Baptist,108,Fresno Pacific,95,
1/9/16,@Quincy,95,McKendree,76,
1/9/16,Regis CO,80,@S Dakota Tech,66,
1/9/16,@Shorter,87,Mississippi Col,80,
1/9/16,St John Fisher,101,@Houghton,86,
1/9/16,@Daemen,94,Mercy,81,
1/9/16,@Lubbock Chr,65,Oklahoma Chr,58,
1/9/16,@Metro St,68,Westminster UT,61,
1/9/16,@Immaculata,70,Marywood,64,
1/9/16,@Indiana PA,89,Slippery Rock,71,
1/9/16,@Indianapolis,79,MO St Louis,68,
1/9/16,College of NJ,76,@NJ City,74,
1/9/16,John Carroll,97,@Muskingum,91,
1/9/16,@Johns Hopkins,75,Muhlenberg,64,
1/9/16,@Eastern Univ,73,Juniata,68,
1/9/16,@S Maine,71,Keene St,70,
1/9/16,Beloit,84,@Knox,73,
1/9/16,@Kutztown,99,Bloomsburg,76,
1/9/16,Monmouth IL,68,@Lawrence,63,
1/9/16,@Assumption,83,Le Moyne,78,
1/9/16,@Ashland,73,Michigan Tech,67,
1/9/16,Benedict,84,@LeMoyne-Owen,70,
1/9/16,Lebanon Val,88,@Wilkes,74,
1/9/16,@Lewis,84,Missouri S&T,80,
1/9/16,@Lincoln MO,76,Fort Hays St,70,
1/9/16,@Lincoln PA,68,St Augustine's,47,
1/9/16,@Virginia St,87,Livingstone,79,
1/9/16,@CW Post,81,Queens NY,66,
1/9/16,@Loras,82,Buena Vista,76,
1/9/16,Lycoming,79,@Hood,66,
1/9/16,@Webster Univ,96,MacMurray,66,
1/9/16,Augustana SD,101,@MN Mankato,91,
1/9/16,@Marietta,72,Ohio Northern,71,
1/9/16,Salisbury St,81,@Mary Washington,70,
1/9/16,Marymount VA,72,@York PA,53,
1/9/16,@St Joseph's IN,87,Maryville MO,71,
1/9/16,@Worcester Tech,70,MIT,62,
1/9/16,Augustana IL,79,@North Park,66,
1/9/16,@RI College,73,MA Boston,67,
1/9/16,Mercyhurst,89,@Pitt-Johnstown,37,
1/9/16,@Pace,83,Merrimack,82,O1
1/9/16,Shippensburg,76,@Millersville,64,
1/9/16,MN Duluth,92,@Bemidji St,83,
1/9/16,@Molloy,88,NYIT,68,
1/9/16,Montclair St,67,@Rutgers-Camden,65,
1/9/16,@Babson,91,Springfield,76,
1/9/16,Mt St Vincent,66,@NY Maritime,61,
1/9/16,Bentley,76,@New Haven,50,
1/9/16,@NYU,69,Brandeis,67,
1/9/16,@Westfield St,87,MA Liberal Arts,66,
1/9/16,N Central IL,71,@Wheaton IL,62,
1/9/16,Bowdoin,84,@Bates,77,
1/9/16,NW Missouri,66,@MO Western,60,
1/9/16,Wooster,86,@Oberlin,76,
1/9/16,Caltech,62,@Occidental,48,
1/9/16,SUNY Oneonta,78,@Brockport St,68,
1/9/16,Elms,80,@Wheelock,59,
1/9/16,@Plattsburgh St,98,Buffalo St,91,O1
1/9/16,@Pomona Pitzer,63,Redlands,60,
1/9/16,@Ramapo,70,R Stockton,64,
1/9/16,Randolph Col,62,@Randolph Macon,59,
1/9/16,Rochester Tech,76,@Rensselaer,53,
1/9/16,Roanoke,93,@VA Wesleyan,84,
1/9/16,@Roger Williams,53,Wentworth Tech,47,
1/9/16,@St Leo,77,Rollins,75,
1/9/16,Rutgers-Newark,78,@Wm Paterson,65,
1/9/16,Saginaw Val,77,@Wayne St MI,69,
1/9/16,@St Thomas MN,69,Bethel MN,66,
1/9/16,@St Lawrence,69,Bard,61,
1/9/16,@St Olaf,85,St Mary's MN,80,
1/9/16,St Scholastica,67,@WI Superior,55,
1/9/16,@Salem MA,94,Worcester St,83,
1/9/16,@S Francisco St,74,CS San Bern.,57,
1/9/16,Shaw NC,70,@Bowie St,68,
1/9/16,Skidmore,73,@Union NY,64,
1/9/16,@Sonoma St,68,CS Dom. Hills,48,
1/9/16,MA Dartmouth,89,@W Connecticut,82,
1/9/16,@S Connecticut,94,Stonehill,78,
1/9/16,@Susquehanna,91,Merchant Marine,72,
1/9/16,@Ursinus,81,McDaniel Col,67,
1/9/16,@Valdosta St,93,West Georgia,89,O1
1/9/16,Endicott,71,@W New England,57,
1/9/16,Alvernia,63,@Widener,61,
1/9/16,Winona St,77,@SW Minnesota,69,
1/9/16,@Chowan,84,W Salem St,67,
1/9/16,@Dominican NY,76,Georgian Court,62,
1/9/16,@East Central OK,86,Arkansas Tech,76,
1/9/16,@CS Poly Pomona,69,CS Chico,56,
1/9/16,@Anderson IN,85,Bluffton,72,
1/9/16,@Chatham,75,Geneva,71,
1/9/16,@Fisher,69,Hobart-Smith,64,
1/9/16,@Merritt,79,Mendocino,63,
1/9/16,@Barstow CC,69,Rio Hondo,68,
1/9/16,@San Bernardino Val,87,Victor Valley,73,
1/9/16,Chaffey,82,@Col of the Desert,64,
1/9/16,Contra Costa,96,@Alameda,72,
1/9/16,@Bakersfield Col,99,Col of the Canyons,58,
1/9/16,@Moorpark,84,Ventura Col,79,
1/9/16,Oxnard,95,@Allan Hancock,86,
1/9/16,@Glendale CA,87,West LA Col,86,
1/9/16,@Cuesta,75,LA Pierce,70,O1
1/9/16,@Col of the Sequoias,89,Columbia CC,72,
1/9/16,@Fresno City Col,78,West Hills,58,
1/9/16,@LA Valley Col,66,Santa Monica Col,62,
1/9/16,Porterville,83,@Reedley,68,
1/9/16,@Brock,86,Windsor,79,
1/9/16,@Memorial,86,Acadia,83,
1/9/16,@UPEI,104,St Mary's NS,82,
1/9/16,New Brunswick,100,@St Fran Xavier,83,
1/9/16,@Guelph,81,Western ON,68,
1/9/16,@Regina,95,Trinity Western,72,
1/9/16,La Cite,92,@Canadore,71,
1/9/16,@Antelope Val,88,Embry-Riddle AZ,75,
1/9/16,@Arizona Chr,82,Menlo,56,
1/9/16,Asbury,66,@Brescia,51,
1/9/16,@Auburn M'gomery,70,Blue Mtn,58,
1/9/16,@Avila,90,Benedictine KS,77,
1/9/16,@St Gregory's,102,Bacone,81,
1/9/16,@Baker KS,94,Culver-Stockton,79,
1/9/16,Benedictine AZ,93,@La Sierra,84,
1/9/16,@Bethany KS,86,Bethel KS,75,
1/9/16,Mobile,66,@Brewton-Parker,63,
1/9/16,Col of Idaho,87,@Warner Pacific,76,
1/9/16,Concordia NE,87,@Northwestern IA,81,
1/9/16,@Pikeville,86,Cumberland TN,78,
1/9/16,Wm Carey,69,@Faulkner,60,
1/9/16,Ottawa KS,63,@Friends,60,
1/9/16,@Graceland,74,Mid Am Nazarene,68,
1/9/16,MO Baptist,76,@Harris-Stowe,71,
1/9/16,Huston-Tillot,93,@Univ of Southwest,90,
1/9/16,@Madonna,97,Indiana Tech,89,
1/9/16,Judson IL,77,@IN S Bend,75,
1/9/16,John Brown,75,@OK City,64,
1/9/16,LSU Shreveport,84,@St Thomas TX,63,
1/9/16,@Waldorf,79,Mayville St,78,
1/9/16,Sterling,84,@McPherson,74,
1/9/16,@Mid-Am Chr,95,Wayland,85,
1/9/16,@Peru St,109,Missouri Val,86,
1/9/16,St Mary KS,91,@OK Wesleyan,82,
1/9/16,@Wiley,84,Paul Quinn,62,
1/9/16,Truett-McConnell,78,@Reinhardt,71,
1/9/16,@SW Assemb God,88,Oklahoma S&A,69,
1/9/16,@St Francis IN,95,Taylor IN,82,
1/9/16,@Collin Co,91,Hill Col,81,
1/9/16,@Eastern Utah,81,Colorado NW,67,
1/9/16,Highland CC IL,76,@Kankakee CC,72,
1/9/16,Midland TX,74,@Howard Col,41,
1/9/16,@Jacksonville Col,79,Kilgore,60,
1/9/16,Southern-Shreve,70,@Lamar St,68,
1/9/16,Panola,78,@Lee TX,63,
1/9/16,New Mexico JC,73,@South Plains,70,
1/9/16,@North Idaho,87,Salt Lake CC,77,
1/9/16,@San Jacinto-C,86,Tyler JC,72,
1/9/16,@Ancilla,69,Grand Rapids CC,66,
1/9/16,@Oakland CC,92,Schoolcraft,90,
1/9/16,@CC Allegheny-A,75,Westmoreland Co,70,
1/9/16,@Camden Co,74,Bergen CC,64,
1/9/16,@Nassau CC,77,Bor Manhattan,56,
1/9/16,Caldwell CC Tech,91,@Sandhills CC,89,
1/9/16,Central Lakes,113,@Itasca CC,52,
1/9/16,@Herkimer Co,72,Hostos CC,54,
1/9/16,@Mesabi Range,113,Hibbing CC,103,
1/9/16,Rock Valley,75,@Milwaukee Tech,65,
1/9/16,@Gallaudet,78,Penn Tech,55,
1/9/16,Emmanuel GA,81,@Belmont Abbey,71,
1/9/16,@CS San Marcos,69,CS Monterey Bay,66,
1/9/16,Dixie St,81,@Concordia CA,80,O2
1/9/16,Seattle Pacific,91,@Concordia OR,63,
1/9/16,Ark Monticello,80,@OK Baptist,72,
1/9/16,@Barry,120,Embry-Riddle FL,100,
1/9/16,@Fisk,91,Rust,72,
1/9/16,Lawson St,102,@Volunteer St,99,
1/9/16,@Sauk Valley CC,76,Malcolm X,71,
1/9/16,@Catawba Val,74,Pitt CC,61,
1/9/16,Guilford Tech CC,84,@Lenoir CC,79,
1/9/16,Fond du Lac T&CC,72,Northland CTC,65,
1/9/16,Ridgewater,100,@MN West C&T,77,
1/9/16,@Gloucester Co,77,Passaic Co,57,
1/9/16,@Vermilion CC,92,Rainy River CC,60,
1/9/16,@Alice Lloyd,62,IU Kokomo,58,
1/9/16,@Bellevue,89,Presentation,81,
1/9/16,@Bryan,101,Montreat And,80,
1/9/16,Card Stritch,79,@Purdue Calumet,70,
1/9/16,@Cincinnati Chr,99,Point Park,91,
1/9/16,@Columbia MO,87,Williams Bap,58,
1/9/16,@Concordia MI,86,Marygrove,69,
1/9/16,Evangel,90,@William Penn,89,
1/9/16,R Morris Chi,94,@Holy Cross IN,80,
1/9/16,Hope Intl,91,@San Diego Chr,71,
1/9/16,@Langston,74,Our Lady Lake,63,
1/9/16,@Siena Hts,66,Lourdes,64,
1/9/16,LSU-Alexandria,71,@Texas Col,63,
1/9/16,@Marian IN,93,Spring Arbor,81,
1/9/16,Midland NE,67,@Mt Marty,49,
1/9/16,@Olivet Naz,94,Roosevelt,64,
1/9/16,Oregon Tech,79,@Walla Walla,37,
1/9/16,@Purdue-N Cent,81,St Ambrose,76,
1/9/16,@St Francis IL,82,St Xavier IL,81,
1/9/16,@Talladega,96,Tougaloo,65,
1/9/16,Trinity IL,73,@Trinity Chr,64,
1/9/16,Wm Jessup,99,@Vanguard,92,
1/9/16,@Iowa Wesleyan,91,Eureka,79,
1/9/16,@Cazenovia,83,SUNY-ESF,60,
1/9/16,@King's PA,87,PSU Wilkes-Barre,59,
1/9/16,@WV Tech,81,Washington Advt,76,
1/9/16,@PSU Mont Alto,108,Harrisburg Area CC,76,
1/9/16,@NH Tech,71,Sprfld Tech CC,49,
1/9/16,Rio Grande,89,@Carlow,71,
1/9/16,@CC Allegheny-B,88,PA Highlands CC,83,
1/9/16,Delaware Co CC,94,@Lehigh Carbon,64,
1/9/16,@WI LaCrosse,71,WI Eau Claire,51,
1/9/16,WI Oshkosh,86,@WI Platteville,81,
1/9/16,@WI River Falls,73,WI Stout,67,
1/9/16,@WI Whitewater,69,WI Stevens Pt,63,
1/9/16,@Antelope Val CC,97,Citrus Col,89,
1/9/16,@Olney,68,Lake Land IL,54,
1/9/16,@Lakeland CC,84,Clark St,61,
1/9/16,@F Dickinson,92,Central Conn,73,
1/9/16,@Alfred St,89,SUNYIT,71,
1/9/16,Biola,56,@The Master's,46,
1/9/16,Philander Smith,84,@Southern N.O.,69,
1/9/16,@Warner,87,Webber,75,
1/9/16,@Shoreline CC,75,Bellevue CC,68,
1/9/16,@Big Bend CC,105,Yakima Val CC,79,
1/9/16,@Columbia Basin,104,Blue Mountain CC,82,
1/9/16,@Highline CC,73,Centralia Col,64,
1/9/16,@Linn-Benton CC,90,Chemekata CC,81,
1/9/16,Clackamas CC,99,@Lane CC,98,
1/9/16,Clark CC,90,@SW Oregon CC,83,
1/9/16,@Edmonds CC,66,Peninsula,59,
1/9/16,Everett CC,72,@Whatcom CC,66,
1/9/16,Tacoma CC,98,@Grays Harbor,87,
1/9/16,S Puget Sound CC,96,@Green River CC,89,
1/9/16,Lower Columbia,72,@Pierce CC,70,
1/9/16,@Olympic,99,Skagit Val CC,90,
1/9/16,Umpqua CC,96,@Portland CC,91,
1/9/16,@Spokane CC,111,Wenatchee Val CC,84,
1/9/16,@Walla Walla CC,93,Treasure Val CC,63,
1/9/16,@Western Tech,72,MN St CTC,66,
1/9/16,@PSU-Berks,83,Bryn Athyn,78,
1/9/16,@Howard Payne,72,Belhaven MS,64,
1/9/16,@Maranatha Bap,89,Crossroads,86,
1/9/16,UC Santa Cruz,90,@W Coast Bap,82,
1/9/16,@Winnipeg,80,Brandon,59,
1/9/16,UQAM,83,@Bishop's,72,
1/9/16,@Calgary,83,Saskatchewan,78,
1/9/16,@Brit Columbia,85,Univ Lethbridge,79,
1/9/16,@Okanagan,62,Thompson Riv,57,
1/9/16,Grant MacEwan,72,@Northern BC,70,
1/9/16,Manitoba,65,@Victoria,59,
1/9/16,Mt Royal,86,@Fraser Val,71,O1
1/9/16,@Camosun,81,Columbia Bib,76,
1/9/16,@Crandall,76,MS Vincent NS,73,
1/9/16,Holland,135,@Dalhousie Ag,41,
1/9/16,@Georgetown KY,120,OH St-Mansfield,72,
1/9/16,@Grande Prairie,77,Concordia AB,72,
1/9/16,@Hillsdale Bap,90,Valley Forge,72,
1/9/16,Grace NE,76,@KS Wesleyan,59,
1/9/16,@Keyano,75,King's AB,55,
1/9/16,Capilano,90,@Langara,89,
1/9/16,McGill,70,@Queen's ON,61,
1/9/16,@Quest,93,Douglas,62,
1/9/16,King's NS,95,@St Thomas NB,74,
1/9/16,@NB-St John,78,Mt Allison,74,
1/9/16,@Vancouver Island,116,Kwantlen,57,
1/9/16,Paris JC,100,@Coastal Bend College,88,
1/9/16,SW Illinois,75,@SE Illinois,70,
1/9/16,@Wake Tech,93,Cent Carolina CC,81,
